Team,Statistic,Median of Statistic,Mean of Statistic,Std of Statistic
Manchester City,Def pen,39.0,78.52,139.2913971978648
Manchester Utd,Def pen,22.5,79.2,182.86897514057856
Newcastle Utd,Def pen,26.0,91.73913043478261,145.62130756654847
Nott'ham Forest,Def pen,35.0,105.54545454545455,176.7087265133616
Southampton,Def pen,42.0,93.65517241379311,170.63940171812376
Tottenham,Def pen,60.0,86.33333333333333,119.4033242676009
West Ham,Def pen,39.0,107.88,177.8879141482074
Wolves,Def pen,59.0,103.43478260869566,151.45261067618614
Arsenal,Def 3rd,125.0,254.45454545454547,337.02631341000057
Aston Villa,Def 3rd,133.0,243.71428571428572,299.67338481443016
Bournemouth,Def 3rd,159.0,257.30434782608694,280.4485748975297
Brentford,Def 3rd,232.0,366.4761904761905,421.0808258574141
Brighton,Def 3rd,121.5,248.17857142857142,327.6086253071817
Chelsea,Def 3rd,134.0,271.03846153846155,334.25229761594534
Crystal Palace,Def 3rd,181.0,330.5238095238095,366.73745637003304
Everton,Def 3rd,170.0,286.5,362.2044608071129
Fulham,Def 3rd,131.0,286.04545454545456,365.6715254188717
Ipswich Town,Def 3rd,127.5,238.03333333333333,254.22084932177583
Leicester City,Def 3rd,149.0,280.53846153846155,287.74964545857995
Liverpool,Def 3rd,187.0,314.6190476190476,329.93703584024576
Manchester City,Def 3rd,197.0,241.56,242.91049105929258
Manchester Utd,Def 3rd,126.5,265.8333333333333,314.013736063857
Newcastle Utd,Def 3rd,122.0,301.7391304347826,343.4360093090394
Nott'ham Forest,Def 3rd,158.5,275.5,289.04815054473767
Southampton,Def 3rd,161.0,265.3448275862069,322.22610471775306
Tottenham,Def 3rd,228.0,275.18518518518516,231.3053321805546
West Ham,Def 3rd,196.0,304.12,314.9534780460971
Wolves,Def 3rd,304.0,311.0869565217391,256.91189028067373
Arsenal,Mid 3rd,296.0,439.0,390.8871472749672
Aston Villa,Mid 3rd,244.0,313.39285714285717,297.7817171321991
Bournemouth,Mid 3rd,316.0,365.95652173913044,322.8818357261635
Brentford,Mid 3rd,348.0,349.04761904761904,279.643787020287
Brighton,Mid 3rd,229.0,340.2142857142857,328.04249466628295
Chelsea,Mid 3rd,267.5,403.6923076923077,413.2272758887795
Crystal Palace,Mid 3rd,377.0,369.23809523809524,273.5370001959341
Everton,Mid 3rd,301.5,321.77272727272725,242.09087861068517
Fulham,Mid 3rd,343.0,367.5,317.76912103870995
Ipswich Town,Mid 3rd,163.0,227.7,214.88427519047997
Leicester City,Mid 3rd,318.0,340.1923076923077,286.5872319878566
Liverpool,Mid 3rd,307.0,513.4761904761905,469.2663016931451
Manchester City,Mid 3rd,331.0,447.28,395.86745677478126
Manchester Utd,Mid 3rd,206.0,319.6,307.20975649018476
Newcastle Utd,Mid 3rd,232.0,387.82608695652175,354.65753675827426
Nott'ham Forest,Mid 3rd,307.0,328.04545454545456,263.1925743041228
Southampton,Mid 3rd,198.0,313.41379310344826,308.40204710750305
Tottenham,Mid 3rd,393.0,358.7037037037037,259.8235813918618
West Ham,Mid 3rd,366.0,355.88,288.75109235002617
Wolves,Mid 3rd,329.0,393.6521739130435,316.27600269609917
Arsenal,Att 3rd,225.0,323.09090909090907,237.0239909679446
Aston Villa,Att 3rd,117.5,179.21428571428572,170.16252735042963
Bournemouth,Att 3rd,133.0,239.7391304347826,238.20430829462043
Brentford,Att 3rd,160.0,230.04761904761904,234.9209390817422
Brighton,Att 3rd,149.0,200.07142857142858,179.14135295521342
Chelsea,Att 3rd,92.5,230.73076923076923,259.33940042998603
Crystal Palace,Att 3rd,146.0,197.0952380952381,188.12519893993596
Everton,Att 3rd,180.5,195.27272727272728,149.62084837481126
Fulham,Att 3rd,201.0,250.5,237.41319215562518
Ipswich Town,Att 3rd,96.5,118.3,122.78187836636322
Leicester City,Att 3rd,96.5,135.5,134.74487003222052
Liverpool,Att 3rd,218.0,321.23809523809524,285.0820767361401
Manchester City,Att 3rd,324.0,353.4,278.85524918853514
Manchester Utd,Att 3rd,78.0,177.86666666666667,219.1376096292532
Newcastle Utd,Att 3rd,133.0,243.1304347826087,228.0706239000674
Nott'ham Forest,Att 3rd,140.0,214.36363636363637,205.1588340436433
Southampton,Att 3rd,131.0,154.3448275862069,149.2857461050712
Tottenham,Att 3rd,168.0,222.33333333333334,227.99089050627913
West Ham,Att 3rd,118.0,178.52,184.7340701296506
Wolves,Att 3rd,124.0,181.7391304347826,186.292345373244
Arsenal,Att pen,38.5,53.77272727272727,50.36148549019599
Aston Villa,Att pen,20.5,31.678571428571427,37.60422904844669
Bournemouth,Att pen,19.0,39.52173913043478,48.0821924749858
Brentford,Att pen,24.0,43.0,47.19110085598767
Brighton,Att pen,15.0,34.464285714285715,42.063868671569516
Chelsea,Att pen,13.5,41.11538461538461,51.825342775963904
Crystal Palace,Att pen,18.0,34.42857142857143,36.30643390443549
Everton,Att pen,19.0,29.5,26.536138880151096
Fulham,Att pen,25.5,36.54545454545455,39.66733965742895
Ipswich Town,Att pen,11.5,17.633333333333333,21.39365573592149
Leicester City,Att pen,12.5,20.576923076923077,24.351054312982964
Liverpool,Att pen,44.0,57.38095238095238,73.48841826470087
Manchester City,Att pen,22.0,48.52,51.75995878411548
Manchester Utd,Att pen,17.0,29.033333333333335,37.52836475147219
Newcastle Utd,Att pen,33.0,43.0,46.88768010314165
Nott'ham Forest,Att pen,21.0,32.63636363636363,31.950177664824537
Southampton,Att pen,15.0,21.862068965517242,20.864741513463457
Tottenham,Att pen,24.0,35.888888888888886,42.50821941635191
West Ham,Att pen,23.0,30.88,38.860133813459775
Wolves,Att pen,23.0,28.304347826086957,31.848269230280426
Arsenal,att,23.5,30.59090909090909,29.146034755886465
Aston Villa,att,17.0,24.892857142857142,30.219369905084346
Bournemouth,att,16.0,27.08695652173913,32.48623910558587
Brentford,att,13.0,27.333333333333332,33.91066695500596
Brighton,att,12.5,27.785714285714285,32.0027280583172
Chelsea,att,14.0,28.53846153846154,33.56692511295102
Crystal Palace,att,12.0,21.285714285714285,29.93015679401439
Everton,att,18.0,26.40909090909091,30.326256250678522
Fulham,att,17.5,24.954545454545453,27.840493415043376
Ipswich Town,att,8.0,18.9,27.024063351021066
Leicester City,att,10.5,20.615384615384617,26.37131308536141
Liverpool,att,19.0,29.285714285714285,35.421946385176035
Manchester City,att,21.0,29.68,41.02206723216176
Manchester Utd,att,5.5,19.5,25.45686006046172
Newcastle Utd,att,8.0,26.956521739130434,30.859620955766726
Nott'ham Forest,att,12.5,25.40909090909091,27.941536057086
Southampton,att,6.0,22.82758620689655,32.3817287166668
Tottenham,att,19.0,28.51851851851852,29.70802840255394
West Ham,att,11.0,28.8,45.46885380858711
Wolves,att,14.0,28.391304347826086,34.83433406912677
Arsenal,Succ%,9.0,13.363636363636363,11.668212637211672
Aston Villa,Succ%,8.0,10.785714285714286,13.113061463761273
Bournemouth,Succ%,6.0,11.608695652173912,15.862302740186996
Brentford,Succ%,6.0,11.761904761904763,15.165436894150995
Brighton,Succ%,6.0,11.714285714285714,13.210145211462912
Chelsea,Succ%,6.0,12.115384615384615,14.348036585057686
Crystal Palace,Succ%,6.0,9.333333333333334,14.100827398891646
Everton,Succ%,8.0,11.636363636363637,13.499719413470203
Fulham,Succ%,7.0,11.181818181818182,13.598446562668432
Ipswich Town,Succ%,4.0,8.3,11.823850822632279
Leicester City,Succ%,3.5,8.461538461538462,11.024448355290232
Liverpool,Succ%,8.0,13.571428571428571,16.200529091889035
Manchester City,Succ%,9.0,14.04,21.693854736614547
Manchester Utd,Succ%,2.5,8.2,10.943113091708915
Newcastle Utd,Succ%,4.0,11.652173913043478,13.26173132688795
Nott'ham Forest,Succ%,6.0,11.5,12.794157892978975
Southampton,Succ%,4.0,9.620689655172415,13.454722466489091
Tottenham,Succ%,8.0,10.851851851851851,11.38725233186284
West Ham,Succ%,6.0,12.64,20.196699400314564
Wolves,Succ%,7.0,12.608695652173912,15.987890674549407
Arsenal,Tkld%,36.4,37.404545454545456,18.057486965185255
Aston Villa,Tkld%,40.0,39.18518518518518,23.170948383759544
Bournemouth,Tkld%,45.099999999999994,42.83,19.17059425814772
Brentford,Tkld%,42.1,42.09473684210526,16.47629521748039
Brighton,Tkld%,44.0,46.229629629629635,20.47508457416204
Chelsea,Tkld%,40.0,41.05416666666667,20.639577413239387
Crystal Palace,Tkld%,45.55,47.97,26.273642986641075
Everton,Tkld%,46.5,48.61904761904762,21.734848033690483
Fulham,Tkld%,41.7,39.46315789473684,13.193399466160502
Ipswich Town,Tkld%,43.349999999999994,44.9,8.46977820590025
Leicester City,Tkld%,47.6,48.19565217391305,26.016698802899466
Liverpool,Tkld%,44.35,38.22,18.673471190857622
Manchester City,Tkld%,36.1,37.56086956521739,23.65776326802367
Manchester Utd,Tkld%,50.0,46.766666666666666,27.135698882581845
Newcastle Utd,Tkld%,46.9,44.98095238095238,16.69819208919394
Nott'ham Forest,Tkld%,39.7,40.37894736842105,21.849372707684267
Southampton,Tkld%,44.95,42.888461538461534,27.786965677066316
Tottenham,Tkld%,48.55,42.62692307692308,24.18069573345329
West Ham,Tkld%,45.7,38.7875,20.995616778581272
Wolves,Tkld%,41.7,42.95238095238095,22.981636561559732
Arsenal,Carries,427.0,593.2727272727273,410.16003634100605
Aston Villa,Carries,397.0,414.2142857142857,314.60019980013635
Bournemouth,Carries,483.0,458.3478260869565,342.49852138972835
Brentford,Carries,410.0,493.6666666666667,361.55391483613244
Brighton,Carries,377.0,456.89285714285717,390.50122959788524
Chelsea,Carries,405.5,518.5384615384615,422.9161837309357
Crystal Palace,Carries,430.0,444.76190476190476,315.46186849790655
Everton,Carries,377.5,388.72727272727275,256.2465668653983
Fulham,Carries,521.0,525.5,421.93158438870387
Ipswich Town,Carries,224.0,284.2,224.0216122578817
Leicester City,Carries,393.0,424.7692307692308,299.0471946288489
Liverpool,Carries,550.0,655.0,456.14197351263346
Manchester City,Carries,590.0,664.68,466.34525121773606
Manchester Utd,Carries,310.0,461.8333333333333,401.0441615835217
Newcastle Utd,Carries,498.0,525.5217391304348,429.8606401619882
Nott'ham Forest,Carries,369.5,370.04545454545456,268.926167469407
Southampton,Carries,253.0,406.8965517241379,363.2547654615723
Tottenham,Carries,588.0,528.1481481481482,309.81330652553464
West Ham,Carries,321.0,421.8,318.08830010968126
Wolves,Carries,390.0,480.60869565217394,307.3460796044442
Arsenal,ProDist,1358.0,1677.6363636363637,1143.7038638295003
Aston Villa,ProDist,1086.5,1190.0,934.036163944178
